Suburb,Address,Rooms,Type,Price,Date,Distance,Postcode,Bathroom,Car,Landsize
Bentleigh East,10 Boronia St,4,h,1698888,22/08/2016,13.9,3165,2,2,598
Bentleigh East,20 McGuinness Rd,4,h,1150000,22/08/2016,13.9,3165,2,2,639
Bentleigh East,6/1126 North Rd,2,u,340000,22/08/2016,13.9,3165,1,1,0
Bentleigh East,76 Bignell Rd,3,h,1000000,24/09/2016,13.9,3165,1,2,576
Bentleigh East,5a Cavalier St,3,t,965000,24/09/2016,13.9,3165,2,1,283
Bentleigh East,2/5 Connie St,3,u,870000,24/09/2016,13.9,3165,2,2,365
Bentleigh East,23 Gardeners Rd,3,h,1405000,24/09/2016,13.9,3165,1,1,764
Bentleigh East,123 MacKie Rd,3,h,1161000,24/09/2016,13.9,3165,2,3,629
Bentleigh East,11 Melball St,3,h,1266000,24/09/2016,13.9,3165,1,3,676
Bentleigh East,2/8 Rudyard St,3,t,700000,24/09/2016,13.9,3165,2,2,194
Bentleigh East,2A Barrani St,4,t,1325000,25/02/2017,13.9,3165,4,2,363
Bentleigh East,2/16 Bessie St,3,u,770000,25/02/2017,13.9,3165,2,1,281
Bentleigh East,177 Bignell Rd,3,h,1110000,25/02/2017,13.9,3165,1,6,542
Bentleigh East,1/6 Brad St,1,u,380000,25/02/2017,13.9,3165,1,1,0
Bentleigh East,98 Brady Rd,4,h,1175000,25/02/2017,13.9,3165,2,2,620
Bentleigh East,3 Forrest St,3,h,1200000,25/02/2017,13.9,3165,1,1,640
Bentleigh East,88 MacKie Rd,4,h,1370000,25/02/2017,13.9,3165,1,2,684
Bentleigh East,4 Mawby Rd,4,h,1433500,25/02/2017,13.9,3165,1,1,725
Bentleigh East,370 McKinnon Rd,2,h,1630000,25/02/2017,13.9,3165,1,2,724
Bentleigh East,43 Wards Gr,3,h,1360000,25/02/2017,13.9,3165,1,3,676
Bentleigh East,45 Chesterville Dr,4,h,900000,26/07/2016,13.9,3165,1,2,741
Bentleigh East,61 Molden St,3,t,860000,26/07/2016,13.9,3165,2,1,210
Bentleigh East,30 Browns Rd,2,u,772500,27/06/2016,13.9,3165,1,2,318
Bentleigh East,15 Cormick St,3,h,1001000,27/06/2016,13.9,3165,1,1,598
Bentleigh East,3/2 Garden Rd,2,u,715000,27/06/2016,13.9,3165,1,1,194
Bentleigh East,6 Gray St,3,h,801000,27/06/2016,13.9,3165,1,1,0
Bentleigh East,2/5 Pell St,3,t,882000,27/06/2016,13.9,3165,2,2,208
Bentleigh East,41 Wards Gr,2,h,1180000,27/06/2016,13.9,3165,1,1,687
Bentleigh East,30A Almurta Rd,3,t,840000,27/11/2016,13.9,3165,2,2,222
Bentleigh East,1/811 Centre Rd,2,h,710000,27/11/2016,13.9,3165,1,1,0
Bentleigh East,335 Chesterville Rd,4,h,1040000,27/11/2016,13.9,3165,2,2,643
Bentleigh East,71 Deakin St,5,h,1550000,27/11/2016,13.9,3165,3,2,583
Bentleigh East,2/42 Gowrie St,3,h,930000,27/11/2016,13.9,3165,2,2,258
Bentleigh East,2/12 Hodgson Gr,3,u,790000,27/11/2016,13.9,3165,1,2,406
Bentleigh East,5 Konrad St,3,h,1040000,27/11/2016,13.9,3165,1,2,625
Bentleigh East,18 Patricia St,3,h,1020000,27/11/2016,13.9,3165,1,2,596
Bentleigh East,2 Sanicki Ct,3,t,670000,27/11/2016,13.9,3165,1,2,233
Bentleigh East,2/25 Brooks St,3,u,800000,28/05/2016,13.9,3165,2,2,261
Bentleigh East,2/34 Browns Rd,4,t,1120000,28/05/2016,13.9,3165,2,2,209
Bentleigh East,16a Daphne St,3,t,970000,28/05/2016,13.9,3165,2,2,321
Bentleigh East,1/4 Daphne St,3,t,787500,28/05/2016,13.9,3165,2,1,300
Bentleigh East,24 Kurrajong St,3,h,950000,28/05/2016,13.9,3165,1,1,598
Bentleigh East,3b Manuka St,3,h,886000,28/05/2016,13.9,3165,2,1,185
Bentleigh East,36a Barrington St,3,t,780000,28/08/2016,13.9,3165,2,1,209
Bentleigh East,3 Belinda Ct,4,h,1015000,28/08/2016,13.9,3165,2,3,625
Bentleigh East,1/3 Brady Rd,3,u,830000,28/08/2016,13.9,3165,2,2,395
Bentleigh East,9 Colin St,3,h,1241000,28/08/2016,13.9,3165,1,1,643
Bentleigh East,27 Connie St,4,h,1255000,28/08/2016,13.9,3165,2,2,610
Bentleigh East,8 Marlborough St,3,h,1320000,28/08/2016,13.9,3165,1,1,593
Bentleigh East,1/39 Neville St,3,h,870000,28/08/2016,13.9,3165,2,1,326
Bentleigh East,4 Wingate St,4,h,1472500,28/08/2016,13.9,3165,2,2,592
Bentleigh East,25 Anarth St,2,h,640000,30/07/2016,13.9,3165,2,2,298
Bentleigh East,115 Bignell Rd,2,h,1160000,30/07/2016,13.9,3165,1,2,750
Bentleigh East,12 John St,4,h,1306000,30/07/2016,13.9,3165,2,1,651
Bentleigh East,41 Mawby Rd,3,h,1291000,30/07/2016,13.9,3165,1,2,635
Box Hill,32 Margaret St,4,h,1620000,3/09/2016,13.1,3128,2,2,697
Box Hill,6/29 Barkly St,2,u,645000,4/03/2017,13.1,3128,1,1,140
Box Hill,1/1 Cherryhinton St,2,u,790000,4/03/2017,13.1,3128,1,1,195
Box Hill,4/425 Station St,4,h,880000,4/03/2017,13.1,3128,2,2,206
Box Hill,18 Glenmore St,4,h,1560000,10/09/2016,13.1,3128,2,3,729
Box Hill,3 Alexander St,3,h,1715000,10/12/2016,13.1,3128,2,2,458
Box Hill,21 Barkly St,3,h,1200000,10/12/2016,13.1,3128,1,2,550
Box Hill,17 Combarton St,3,h,1760000,10/12/2016,13.1,3128,1,0,741
Box Hill,1/7 Glenmore St,1,u,288000,12/06/2016,13.1,3128,1,1,774
Box Hill,15 Davey St,3,h,948000,12/11/2016,13.1,3128,1,2,384
Box Hill,89 Thames St,4,h,2770000,12/11/2016,13.1,3128,1,2,715
Box Hill,19 Wavell St,3,h,1412000,12/11/2016,13.1,3128,1,1,590
Box Hill,31/41 Harrow St,2,u,465000,13/08/2016,13.1,3128,2,1,0
Box Hill,1/14 Barkly St,4,t,975000,15/10/2016,13.1,3128,2,2,299
Box Hill,23 Bass St,3,h,1325000,15/10/2016,13.1,3128,1,1,702
Box Hill,3/14 Bedford St,3,t,750000,15/10/2016,13.1,3128,2,1,150
Box Hill,5 Wavell St,3,h,1400000,15/10/2016,13.1,3128,2,1,643
Box Hill,22 William St,3,h,1500000,15/10/2016,13.1,3128,1,2,664
Box Hill,55 Albion Rd,4,h,1600000,16/04/2016,13.1,3128,2,1,692
Box Hill,126 Carrington Rd,2,u,616000,16/07/2016,13.1,3128,1,1,155
Box Hill,54 Watts St,4,h,1661000,16/07/2016,13.1,3128,2,2,729
Box Hill,12 Barcelona St,4,h,1461400,17/09/2016,13.1,3128,2,2,780
Box Hill,2/4 Collins St,3,u,775000,17/09/2016,13.1,3128,1,1,211
Box Hill,12 Pendle St,4,h,1506000,17/09/2016,13.1,3128,2,3,669
Box Hill,33 Pendle St,4,h,1670000,17/09/2016,13.1,3128,4,4,707
Box Hill,7/12 Oxford St,1,u,340000,18/03/2017,13.1,3128,1,1,29
Box Hill,6 Archibald St,3,h,4000000,18/06/2016,13.1,3128,1,2,763
Box Hill,19 Kent Rd,3,h,928000,18/06/2016,13.1,3128,1,1,307
Box Hill,2/20 Simpsons Rd,2,u,761000,18/06/2016,13.1,3128,2,1,176
Box Hill,3/8 Ashted Rd,2,u,636000,19/11/2016,13.1,3128,1,1,151
Box Hill,6 Bass St,4,h,1625000,19/11/2016,13.1,3128,2,2,620
Box Hill,10 Cunningham St,4,h,1430000,19/11/2016,13.1,3128,2,0,585
Box Hill,1 Maple St,3,h,836000,19/11/2016,13.1,3128,1,2,228
Box Hill,3/5 Kent Rd,2,u,400000,23/04/2016,13.1,3128,1,1,0
Box Hill,5 Patricia St,3,h,1170000,23/04/2016,13.1,3128,1,1,755
Box Hill,14 Collins St,4,h,1670000,25/02/2017,13.1,3128,2,2,590
Box Hill,47 Albion Rd,3,h,1351000,28/05/2016,13.1,3128,1,2,662
Box Hill,837 Canterbury Rd,3,h,857000,28/05/2016,13.1,3128,1,1,492
Box Hill,2/38 Margaret St,3,t,822500,28/05/2016,13.1,3128,2,1,238
Box Hill,2/30 Barkly St,2,u,560000,28/08/2016,13.1,3128,1,1,153
Box Hill,1/14 Alexander St,2,u,420000,30/07/2016,13.1,3128,1,1,0
Braybrook,132 Duke St,3,h,870000,3/09/2016,10.8,3019,2,4,700
Braybrook,25 Lily St,2,h,645000,3/09/2016,10.8,3019,1,1,566
Braybrook,1/3 Vine St,3,t,502000,4/03/2017,10.8,3019,1,1,220
Braybrook,2/10 Skewes St,3,u,495000,4/06/2016,10.8,3019,2,1,327
Braybrook,40 Carlton St,3,h,660000,7/11/2016,10.8,3019,1,0,580
Braybrook,144 Duke St,2,h,868000,7/11/2016,10.8,3019,1,4,749
Braybrook,80 South Rd,4,h,645000,7/11/2016,10.8,3019,2,1,283
Braybrook,3 Cross St,3,h,652000,8/10/2016,10.8,3019,2,1,216
Braybrook,2 Riley Ct,4,h,850000,8/10/2016,10.8,3019,2,2,606
Braybrook,19 Hughes St,3,h,570500,10/12/2016,10.8,3019,1,1,471
Braybrook,21 Hughes St,3,h,575000,10/12/2016,10.8,3019,1,3,559
Braybrook,19 Kannan Bvd,4,h,882000,10/12/2016,10.8,3019,2,2,393
Braybrook,20 Balmoral St,3,h,730000,11/03/2017,10.8,3019,2,2,544
Braybrook,1 Menzies St,2,h,670000,13/08/2016,10.8,3019,1,2,551
Braybrook,11 Howell Pl,3,h,585000,14/05/2016,10.8,3019,2,2,631
Braybrook,160 Duke St,2,h,826000,16/07/2016,10.8,3019,1,2,667
Braybrook,80 South Rd,4,h,610000,17/09/2016,10.8,3019,2,1,283
Braybrook,13 Wilson St,3,h,696000,18/03/2017,10.8,3019,1,0,557
Braybrook,1 Arthur St,2,h,660000,19/11/2016,10.8,3019,1,1,599
Braybrook,2B Bradford Ct,3,t,579000,19/11/2016,10.8,3019,2,1,198
Braybrook,33 Joy St,4,h,856500,19/11/2016,10.8,3019,2,2,599
Braybrook,6 Dedrick Gr,3,h,510000,22/08/2016,10.8,3019,1,2,587
Braybrook,1 Moama St,3,h,765000,25/02/2017,10.8,3019,1,1,658
Braybrook,11/1 Windsor St,2,t,475000,25/02/2017,10.8,3019,1,1,115
Braybrook,25 Errol St,4,h,550000,26/07/2016,10.8,3019,2,1,288
Braybrook,40 Errol St,3,t,505000,27/06/2016,10.8,3019,2,2,4931
Braybrook,11/27 Marnoo St,3,h,495000,27/06/2016,10.8,3019,1,1,158
Braybrook,29 Hampden St,3,h,680000,27/11/2016,10.8,3019,1,1,565
Braybrook,14 Rose St,3,h,565000,27/11/2016,10.8,3019,2,1,566
Braybrook,14 Kenross Ct,3,h,697500,28/08/2016,10.8,3019,2,1,531
Brighton,802 Hampton St,3,h,1550000,3/09/2016,11.2,3186,2,2,663
Brighton,18 Rooding St,3,h,1635000,3/09/2016,11.2,3186,1,2,366
Brighton,152A Cochrane St,4,h,1830000,3/12/2016,11.2,3186,2,2,436
Brighton,17 McCallum St,4,h,3695000,3/12/2016,11.2,3186,3,2,836
Brighton,2/26 Pearson St,2,u,536000,3/12/2016,11.2,3186,1,2,0
Brighton,18 Victoria St,4,h,3700000,3/12/2016,11.2,3186,3,2,742
Brighton,20 Victoria St,4,h,3775000,3/12/2016,11.2,3186,3,2,745
Brighton,50 Well St,3,h,1975000,3/12/2016,11.2,3186,1,2,432
Brighton,1/137 Cole St,2,u,1300000,4/03/2017,11.2,3186,2,1,244
Brighton,4/78 Dendy St,3,h,1390000,4/03/2017,11.2,3186,1,2,340
Brighton,11 Foote St,4,h,4250000,4/03/2017,11.2,3186,3,2,750
Brighton,133 Head St,4,h,2905000,4/03/2017,11.2,3186,3,1,487
Brighton,1/112 Roslyn St,2,u,1300000,4/03/2017,11.2,3186,2,2,329
Brighton,1/119 Roslyn St,3,t,1725000,4/03/2017,11.2,3186,2,2,411
Brighton,15 Whyte St,3,h,2266000,4/03/2017,11.2,3186,2,2,450
Brighton,23 Albert St,4,h,2910000,4/06/2016,11.2,3186,1,2,732
Brighton,30 Barkly St,3,h,2100000,4/06/2016,11.2,3186,2,2,463
Brighton,111 Carpenter St,6,h,2700000,4/06/2016,11.2,3186,3,3,0
Brighton,3/78 William St,2,u,800000,4/06/2016,11.2,3186,1,1,90
Brighton,1/97 Wilson St,3,t,1750000,4/06/2016,11.2,3186,2,2,352
Brighton,124 Cole St,4,h,1761000,6/08/2016,11.2,3186,2,3,615
Brighton,1a Mair St,3,h,2600000,6/08/2016,11.2,3186,2,3,588
Brighton,24b Munro St,3,h,1302500,6/08/2016,11.2,3186,2,2,0
Brighton,17 New St,3,h,1900000,6/08/2016,11.2,3186,0,0,0
Brighton,74 Carpenter St,5,h,2750000,7/05/2016,11.2,3186,3,1,509
Brighton,4/149 Church St,2,u,892500,7/05/2016,11.2,3186,1,2,232
Brighton,120 Cole St,4,h,2145000,7/05/2016,11.2,3186,2,1,550
Brighton,15 Hanby St,5,h,3171000,7/05/2016,11.2,3186,2,2,710
Brighton,2 View Ct,2,h,1910000,7/05/2016,11.2,3186,2,4,696
Brighton,36a Warleigh Gr,3,t,1850000,7/05/2016,11.2,3186,2,2,0
Brighton,1/5 Webb St,3,t,1067000,7/05/2016,11.2,3186,0,1,0
Brighton,72 William St,3,h,1865000,7/05/2016,11.2,3186,2,2,295
Brighton,105/103 Bay St,2,u,620000,7/11/2016,11.2,3186,2,1,0
Brighton,30a Rooding St,2,u,985000,7/11/2016,11.2,3186,1,1,611
Brighton,2/422 St Kilda St,3,t,1475000,7/11/2016,11.2,3186,2,2,345
Brighton,5 Davie La,2,h,502000,8/10/2016,11.2,3186,2,0,116
Brighton,1/17 Tennyson St,2,u,700000,8/10/2016,11.2,3186,1,1,0
Brighton,15 Gould St,3,h,2400000,10/09/2016,11.2,3186,2,2,835
Brighton,2/42 Grosvenor St,2,u,590000,10/09/2016,11.2,3186,1,1,0
Brighton,1/10 Manor St,3,h,1650000,10/09/2016,11.2,3186,2,2,0
Brighton,176 Were St,5,h,1562500,10/09/2016,11.2,3186,2,2,655
Brighton,2 Campbell St,3,h,2050000,10/12/2016,11.2,3186,3,2,398
Brighton,115 Dendy St,4,h,3180000,10/12/2016,11.2,3186,3,6,454
Brighton,640B Hampton St,2,t,960000,10/12/2016,11.2,3186,1,2,363
Brighton,73 Martin St,4,h,3320000,10/12/2016,11.2,3186,3,2,644
Brighton,297 New St,4,h,2800000,10/12/2016,11.2,3186,3,3,596
Brighton,3/24 South Rd,3,u,1602000,10/12/2016,11.2,3186,2,2,328
Brighton,6/4 Dudley St,2,u,1300000,11/02/2017,11.2,3186,2,2,0
Brighton,1/16 Black St,2,u,1100000,12/11/2016,11.2,3186,1,2,0
Brighton,5 Bridge St,3,h,1650000,12/11/2016,11.2,3186,2,1,354
Brighton,11a Elm Gr,2,h,1102000,12/11/2016,11.2,3186,1,2,318
Brighton,8/42 Grosvenor St,2,u,575000,12/11/2016,11.2,3186,1,1,0
Brighton,28 Loller St,2,h,1570000,12/11/2016,11.2,3186,1,0,352
Brighton,2/5 Loller St,3,t,1411000,12/11/2016,11.2,3186,2,2,0
Brighton,9 Sussex St,5,h,4700000,12/11/2016,11.2,3186,3,2,1073
Brighton,40 Whyte St,3,h,1785000,12/11/2016,11.2,3186,2,1,404
Brighton,44 William St,2,h,1550000,12/11/2016,11.2,3186,2,2,404
Brighton,7 Chavasse St,3,h,1875000,13/08/2016,11.2,3186,2,2,275
Brighton,46 Head St,4,h,2400000,13/08/2016,11.2,3186,2,2,640
Brighton,4/23 South Rd,3,u,1266000,13/08/2016,11.2,3186,1,2,277
Brighton,1/105 Cochrane St,3,u,826000,14/05/2016,11.2,3186,1,2,119
Brighton,97 Dendy St,5,h,2730000,14/05/2016,11.2,3186,3,2,895
Brighton,1/191 New St,2,u,900000,14/05/2016,11.2,3186,2,1,118
Brighton,55 Whyte St,3,t,1962000,14/05/2016,11.2,3186,2,2,323
Brighton,95 Cochrane St,4,h,3295888,15/10/2016,11.2,3186,3,2,565
Brighton,6/138 New St,1,u,375000,15/10/2016,11.2,3186,1,1,0
Brighton,8/35 Normanby St,2,u,756000,15/10/2016,11.2,3186,1,1,0
Brighton,2/61 Black St,2,u,800000,16/04/2016,11.2,3186,1,1,131
Brighton,31 Orchard St,5,h,2100000,16/04/2016,11.2,3186,5,2,552
Brighton,45 Black St,3,h,1500000,16/07/2016,11.2,3186,2,1,442
Brighton,1/12 Burrows St,2,u,905500,16/07/2016,11.2,3186,1,1,122
Brighton,22 Champion St,3,h,2375000,17/09/2016,11.2,3186,2,2,547
Brighton,6 Hamilton St,3,h,2275000,17/09/2016,11.2,3186,2,1,359
Brighton,679 Hampton St,3,h,1385000,17/09/2016,11.2,3186,1,2,426
Brighton,160 New St,2,h,1601000,17/09/2016,11.2,3186,1,1,380
Brighton,89 South Rd,3,h,2020000,17/09/2016,11.2,3186,6,2,685
Brighton,8 Southey St,3,t,1762000,17/09/2016,11.2,3186,2,2,483
Brighton,1A Baker St,3,h,2450000,18/03/2017,11.2,3186,3,2,482
Brighton,4/14 Brickwood St,2,u,858000,18/03/2017,11.2,3186,1,1,107
Brighton,2/72 Dendy St,3,t,1427000,18/03/2017,11.2,3186,2,1,313
Brighton,15 Loller St,3,t,2517500,18/03/2017,11.2,3186,3,2,311
Brighton,12 May St,4,h,2800000,18/03/2017,11.2,3186,2,4,569
Brighton,82 New St,5,h,3700000,18/06/2016,11.2,3186,3,4,1572
Brighton,33 Burrows St,3,h,1410000,19/11/2016,11.2,3186,1,1,375
Brighton,823 Hampton St,4,h,2475000,19/11/2016,11.2,3186,2,2,605
Brighton,64 North Rd,4,h,2700000,19/11/2016,11.2,3186,2,2,732
Brighton,5/18 William St,3,u,1005000,19/11/2016,11.2,3186,1,1,0
Brighton,66 Champion St,4,h,3900000,22/05/2016,11.2,3186,2,2,842
Brighton,10/32 Loller St,2,u,610000,22/05/2016,11.2,3186,1,1,0
Brighton,3/61 Martin St,3,u,880000,22/05/2016,11.2,3186,1,1,138
Brighton,5/22 Well St,2,u,737000,22/05/2016,11.2,3186,1,1,106
Brighton,33a Durrant St,2,h,1532000,22/08/2016,11.2,3186,1,2,411
Brighton,48 Were St,3,u,1250000,22/08/2016,11.2,3186,2,0,0
Brighton,3/18 William St,3,u,835000,22/08/2016,11.2,3186,2,1,0
Brighton,35 Champion St,3,h,2320000,24/09/2016,11.2,3186,2,2,589
Brighton,112 Asling St,4,h,2000000,25/02/2017,11.2,3186,2,2,471
Brighton,114A Bay St,2,t,1230000,25/02/2017,11.2,3186,2,2,201
Brighton,7 Carpenter St,3,h,2375000,25/02/2017,11.2,3186,2,2,470
Brighton,147A Male St,2,t,1037000,25/02/2017,11.2,3186,1,2,125
Brighton,119 North Rd,4,h,3050000,25/02/2017,11.2,3186,4,2,578
Brighton,2/71 Roslyn St,4,t,1630000,25/02/2017,11.2,3186,2,2,432
Brighton,59 William St,2,h,1701000,25/02/2017,11.2,3186,1,2,0
Brighton,4/95 Wilson St,2,u,760000,25/02/2017,11.2,3186,1,2,0
Brighton,58 Champion St,4,h,2640000,26/07/2016,11.2,3186,2,2,848
Brighton,6/30 Boxshall St,2,u,850000,27/11/2016,11.2,3186,1,1,0
Brighton,3/198 Church St,1,u,671000,27/11/2016,11.2,3186,1,1,70
Brighton,686A Hampton St,4,t,2250000,27/11/2016,11.2,3186,2,2,230
Brighton,3A Huntingfield Rd,3,h,2900000,27/11/2016,11.2,3186,1,1,659
Brighton,6c Lindsay St,3,u,1620000,27/11/2016,11.2,3186,2,2,231
Brighton,7 Wilson St,3,h,3550000,27/11/2016,11.2,3186,2,0,1007
Brighton,57 Bay St,4,h,2750000,28/05/2016,11.2,3186,2,2,687
Brighton,11 Butler St,5,h,3751000,28/05/2016,11.2,3186,3,2,584
Brighton,3a Cowra St,3,t,1425000,28/05/2016,11.2,3186,2,2,495
Brighton,21 Wolseley Gr,4,h,2405000,28/05/2016,11.2,3186,1,2,695
Brighton,23a Chelsea St,3,u,1352500,28/08/2016,11.2,3186,2,1,280
Brighton,8 Dendy St,3,h,2030000,28/08/2016,11.2,3186,2,2,366
Brighton,86 Dendy St,5,h,3105000,28/08/2016,11.2,3186,2,2,1045
Brighton,4/34 Elwood St,3,h,1171000,28/08/2016,11.2,3186,2,2,279
Brighton,2 Gatehouse Pl,2,t,1400000,28/08/2016,11.2,3186,2,1,267
Brighton,46 Roslyn St,3,h,1600000,30/07/2016,11.2,3186,2,2,266
Brighton,17 Rusden St,4,h,1500000,30/07/2016,11.2,3186,2,1,549
Brighton East,7 Balfour St,4,h,1940000,3/09/2016,10.7,3187,2,2,682
Brighton East,4 Marriage Rd,4,h,1850000,3/09/2016,10.7,3187,2,2,617
Brighton East,244a South Rd,3,h,930000,3/09/2016,10.7,3187,1,1,329
Brighton East,133A Centre Rd,4,h,1310000,3/12/2016,10.7,3187,3,2,618
Brighton East,26 Hodder St,2,h,1250000,3/12/2016,10.7,3187,1,2,443
Brighton East,14 Milroy St,4,h,2504000,3/12/2016,10.7,3187,2,2,674
Brighton East,5/29 Pine St,2,u,700000,3/12/2016,10.7,3187,1,1,0
Brighton East,1/383 South Rd,2,u,750000,3/12/2016,10.7,3187,1,3,305
Brighton East,22A Camperdown St,3,t,1302500,4/03/2017,10.7,3187,2,2,391
Brighton East,67 Centre Rd,2,h,1445000,4/03/2017,10.7,3187,1,1,649
Brighton East,16a Billson St,2,h,980000,4/06/2016,10.7,3187,1,1,247
Brighton East,5 Florence St,4,h,1495000,4/06/2016,10.7,3187,2,2,597
Brighton East,12 Meyer Ct,4,h,1825000,4/06/2016,10.7,3187,3,2,594
Brighton East,13 Robinson St,5,h,1700000,4/06/2016,10.7,3187,2,1,994
Brighton East,109 Thomas St,5,h,1400000,4/06/2016,10.7,3187,3,4,824
Brighton East,12 Thomas St,3,h,1075000,4/06/2016,10.7,3187,2,2,312
Brighton East,60 Baird St,3,h,1860000,6/08/2016,10.7,3187,2,2,686
Brighton East,80 Marriage Rd,3,h,1500000,6/08/2016,10.7,3187,2,2,315
Brighton East,2/10 Vincent St,3,t,870000,6/08/2016,10.7,3187,2,2,158
Brighton East,16 Alford St,4,h,2000000,7/05/2016,10.7,3187,2,2,687
Brighton East,11 Billson St,3,h,1400000,7/05/2016,10.7,3187,1,3,613
Brighton East,60 Cummins Rd,3,h,1300000,7/05/2016,10.7,3187,2,3,619
Brighton East,15 Hodder St,5,h,1600000,7/05/2016,10.7,3187,2,2,616
Brighton East,5 Margaret St,2,h,1780000,7/05/2016,10.7,3187,3,2,635
Brighton East,375 South Rd,5,h,1200000,7/05/2016,10.7,3187,2,5,775
Brighton East,16/373 South Rd,2,u,775000,7/11/2016,10.7,3187,1,1,112
Brighton East,4 Vincent St,3,h,1480000,7/11/2016,10.7,3187,2,2,697
Brighton East,4 Chapman St,5,h,2900000,8/10/2016,10.7,3187,4,2,640
Brighton East,299 South Rd,3,h,1590000,8/10/2016,10.7,3187,3,2,481
Brighton East,13 Hornby St,4,h,2840000,10/09/2016,10.7,3187,2,2,999
Brighton East,10 MacKie Gr,3,h,1580000,10/09/2016,10.7,3187,2,2,597
Brighton East,3 Raymond Ct,4,t,1100000,10/09/2016,10.7,3187,3,2,302
Brighton East,48 Thomas St,2,h,1000000,10/09/2016,10.7,3187,1,2,564
Brighton East,1 Arnot St,5,h,2500000,10/12/2016,10.7,3187,3,2,634
Brighton East,14 Holmhurst Ct,4,h,1700000,10/12/2016,10.7,3187,3,4,708
Brighton East,24 Moore St,3,h,1405000,10/12/2016,10.7,3187,1,1,490
Brighton East,355 Nepean Hwy,3,h,1290000,10/12/2016,10.7,3187,1,2,661
Brighton East,92 Thomas St,5,h,3207000,10/12/2016,10.7,3187,5,3,1561
Brighton East,2/19 Hemming St,3,u,880000,11/02/2017,10.7,3187,2,2,304
Brighton East,200 South Rd,4,h,1920000,11/02/2017,10.7,3187,1,1,1000
Brighton East,1 Alexander St,3,h,1301000,12/11/2016,10.7,3187,2,2,401
Brighton East,23 Camperdown St,4,t,2570000,12/11/2016,10.7,3187,3,2,898
Brighton East,50 Lucas St,5,h,2550000,12/11/2016,10.7,3187,3,2,915
Brighton East,3 Carrington Gr,5,h,1915000,13/08/2016,10.7,3187,2,0,645
Brighton East,139 Thomas St,4,h,1650000,13/08/2016,10.7,3187,3,2,598
Brighton East,4a Marriage Rd,4,h,1530000,14/05/2016,10.7,3187,2,1,603
Brighton East,609 Nepean Hwy,2,h,805000,14/05/2016,10.7,3187,1,2,347
Brighton East,55 Baird St,4,h,2050000,15/10/2016,10.7,3187,2,4,678
Brighton East,25 Camperdown St,5,h,2550000,15/10/2016,10.7,3187,3,2,551
Brighton East,2/5 Camperdown St,2,u,905000,15/10/2016,10.7,3187,1,2,189
Brighton East,9a Elizabeth St,3,h,1355000,15/10/2016,10.7,3187,1,2,759
Brighton East,4 Farmer St,2,h,1845000,15/10/2016,10.7,3187,1,2,604
Brighton East,7a Robinson St,5,h,1760000,15/10/2016,10.7,3187,3,2,601
Brighton East,7 Tuxen Ct,5,h,2050000,15/10/2016,10.7,3187,3,3,669
Brighton East,6 Balfour St,3,h,1620000,16/04/2016,10.7,3187,2,4,678
Brighton East,2/111 Thomas St,3,t,940000,16/04/2016,10.7,3187,2,3,0
Brighton East,38 Agnew St,3,h,1710000,17/09/2016,10.7,3187,3,2,435
Brighton East,36 Billson St,3,h,1800000,17/09/2016,10.7,3187,1,1,703
Brighton East,29 Cluden St,4,h,1706000,17/09/2016,10.7,3187,3,2,538
Brighton East,1/2 Robinson St,3,t,1300000,17/09/2016,10.7,3187,2,2,337
Brighton East,7/87 Thomas St,2,u,770000,18/03/2017,10.7,3187,1,2,157
Brighton East,27 Arnold Rd,4,h,2200000,18/06/2016,10.7,3187,2,2,654
Brighton East,155 Dendy St,3,h,1400000,19/11/2016,10.7,3187,2,2,486
Brighton East,4 Hansen St,3,h,900000,19/11/2016,10.7,3187,2,2,236
Brighton East,25 Robinson St,4,h,2150000,19/11/2016,10.7,3187,3,2,614
Brighton East,206 South Rd,4,h,1725000,19/11/2016,10.7,3187,3,2,798
Brighton East,30 Studley Rd,4,h,1755000,19/11/2016,10.7,3187,2,2,0
Brighton East,25 Agnew St,4,h,1650000,22/05/2016,10.7,3187,2,4,506
Brighton East,18 Curzon St,4,h,1720000,22/05/2016,10.7,3187,2,2,676
Brighton East,1 Marriage Rd,4,h,1815000,22/05/2016,10.7,3187,2,2,732
Brighton East,6 Murray St,5,h,1450000,22/05/2016,10.7,3187,3,2,527
Brighton East,4/2 Hornby St,1,t,681000,24/09/2016,10.7,3187,1,1,166
Brighton East,16b Regent St,3,t,1511000,24/09/2016,10.7,3187,2,2,496
Brighton East,8 Thomas St,2,h,1310000,24/09/2016,10.7,3187,3,2,302
Brighton East,6/141 Centre Rd,1,u,340000,25/02/2017,10.7,3187,1,1,0
Brighton East,35 Elizabeth St,3,h,1537000,25/02/2017,10.7,3187,2,2,324
Brighton East,39 Ferguson St,3,h,1100000,25/02/2017,10.7,3187,1,1,420
Brighton East,313 Nepean Hwy,2,h,994000,25/02/2017,10.7,3187,2,2,539
Brighton East,7 Valdemar Ct,4,h,1447000,25/02/2017,10.7,3187,1,2,590
Brighton East,3/127 Dendy St,2,u,692000,26/07/2016,10.7,3187,1,1,74
Brighton East,2/21 Hodder St,4,t,1367000,26/07/2016,10.7,3187,2,2,315
Brighton East,2/33 Cluden St,2,u,903000,27/11/2016,10.7,3187,1,1,171
Brighton East,9 Montgomery St,4,h,2820000,27/11/2016,10.7,3187,4,4,509
